DateTime,WaterLevel,WaterElevation,SaturatedThickness
8/31/2010,242.323403,3637.656667,157.6566667
9/30/2010,242.6413277,3637.383333,157.3833333
10/31/2010,242.7338306,3637.361667,157.3616667
11/30/2010,242.5878333,3637.423333,157.4233333
12/31/2010,242.3393952,3637.765,157.765
1/31/2011,242.0904167,3637.858333,157.8583333
2/28/2011,241.7710577,3638.288,158.288
3/31/2011,241.5416538,3638.376667,158.3766667
4/30/2011,241.4572515,3638.555,158.555
5/31/2011,241.7185714,3638.27,158.27
6/30/2011,242.8398065,3637.215,157.215
7/31/2011,243.2708833,3636.672,156.672
8/31/2011,243.8931429,3636.046,156.046
9/30/2011,245.6585357,3634.3375,154.3375
10/31/2011,245.6977183,3634.338333,154.3383333
11/30/2011,245.6178109,3634.39,154.39
12/31/2011,245.3791304,3634.596667,154.5966667
1/31/2012,245.0704619,3635.004,155.004
2/29/2012,244.756,3635.153333,155.1533333
3/31/2012,244.4434664,3635.512,155.512
4/30/2012,244.3153333,3635.761667,155.7616667
5/31/2012,244.4262213,3635.593333,155.5933333
6/30/2012,244.7816378,3635.166667,155.1666667
7/31/2012,245.4582,3634.514,154.514
8/31/2012,246.5588922,3633.446667,153.4466667
9/30/2012,246.8785972,3633.14,153.14
10/31/2012,246.9781048,3633.035,153.035
11/30/2012,246.9517949,3633.144,153.144
12/31/2012,246.6133667,3633.277143,153.2771429
1/31/2013,246.2684569,3633.764,153.764
2/28/2013,245.9504762,3634.12,154.12
3/31/2013,245.7225884,3634.153333,154.1533333
4/30/2013,245.6135972,3634.368333,154.3683333
5/31/2013,245.7113306,3634.278333,154.2783333
6/30/2013,246.3849306,3633.621667,153.6216667
7/31/2013,247.2514327,3632.728,152.728
8/31/2013,247.9483653,3632.059,152.059
9/30/2013,248.645298,3631.39,151.39
10/31/2013,248.7579301,3631.243333,151.2433333
11/30/2013,248.7142982,3631.441667,151.4416667
12/31/2013,248.420431,3631.445714,151.4457143
1/31/2014,248.1177049,3631.966667,151.9666667
2/28/2014,247.8512138,3632.095,152.095
3/31/2014,247.7176316,3632.508333,152.5083333
4/30/2014,247.8804755,3632.174286,152.1742857
5/31/2014,248.1421774,3631.961667,151.9616667
6/30/2014,248.2913611,3631.775,151.775
7/31/2014,248.9472581,3631.143333,151.1433333
8/31/2014,249.6743145,3630.365,150.365
9/30/2014,250.1517778,3629.913333,149.9133333
10/31/2014,250.1738038,3629.9,149.9
11/30/2014,249.9509861,3630.251667,150.2516667
12/31/2014,249.7112231,3630.391429,150.3914286
1/31/2015,249.4085215,3630.738333,150.7383333
2/28/2015,249.1138542,3631.091667,151.0916667
3/31/2015,248.8473387,3631.193333,151.1933333
4/30/2015,248.6516389,3631.501667,151.5016667
5/31/2015,248.5080108,3631.568333,151.5683333
6/30/2015,248.6350556,3631.391667,151.3916667
7/31/2015,249.4294086,3630.568333,150.5683333
8/31/2015,250.1153763,3629.875,149.875
9/30/2015,250.6381667,3629.388333,149.3883333
10/31/2015,250.6333065,3629.441667,149.4416667
11/30/2015,250.4446389,3629.756667,149.7566667
12/31/2015,250.0477151,3630.06,150.06
1/31/2016,249.7976882,3630.415,150.415
2/29/2016,249.5649425,3630.514,150.514
3/31/2016,249.345336,3630.741667,150.7416667
4/30/2016,249.101875,3631.128333,151.1283333
5/31/2016,248.8727688,3631.271667,151.2716667
6/30/2016,249.2921944,3630.74,150.74
7/31/2016,250.048871,3630.003333,150.0033333
8/31/2016,250.8070833,3629.25,149.25
