DateTime,SaturatedThickness,WaterLevel,WaterElevation
10/31/2006,101.1483333,142.8947926,3698.148333
11/30/2006,102.0933333,142.0358904,3699.093333
12/31/2006,102.7816667,141.2973926,3699.781667
1/31/2007,102.9883333,141.0591667,3699.988333
2/28/2007,101.5328571,142.4149554,3698.532857
3/31/2007,100.6933333,143.3209005,3697.693333
4/30/2007,100.2633333,143.7350318,3697.263333
5/31/2007,99.93833333,144.0520685,3696.938333
6/30/2007,100.86,143.2212037,3697.86
7/31/2007,101.63,142.3717672,3698.63
8/31/2007,102,141.9925301,3699
9/30/2007,102.1666667,141.8326005,3699.166667
10/31/2007,102.27,141.7447239,3699.27
11/30/2007,102.285,141.7400575,3699.285
12/31/2007,102.2166667,141.7815027,3699.216667
1/31/2008,102.1533333,141.8420525,3699.153333
2/29/2008,102.09125,141.8985915,3699.09125
3/31/2008,102.0816667,141.9372021,3699.081667
4/30/2008,102.0466667,141.9808602,3699.046667
5/31/2008,101.95,142.0395315,3698.95
6/30/2008,101.7983333,142.1754545,3698.798333
7/31/2008,101.67,142.3221212,3698.67
8/31/2008,101.684,142.3083774,3698.684
9/30/2008,101.625,142.3589368,3698.625
10/31/2008,101.575,142.4314137,3698.575
11/30/2008,101.4733333,142.5190476,3698.473333
12/31/2008,101.39,142.6186434,3698.39
1/31/2009,101.0866667,142.8871226,3698.086667
2/28/2009,100.4366667,143.5729464,3697.436667
3/31/2009,100.7483333,143.2544536,3697.748333
4/30/2009,100.755,143.2090661,3697.755
5/31/2009,100.7533333,143.2311202,3697.753333
6/30/2009,100.72,143.2600141,3697.72
7/31/2009,100.1266667,143.8006667,3697.126667
8/31/2009,98.99,144.9567385,3695.99
9/30/2009,98.31666667,145.6421469,3695.316667
10/31/2009,97.85333333,146.1302732,3694.853333
11/30/2009,97.81833333,146.1644333,3694.818333
12/31/2009,98.27666667,145.7375431,3695.276667
1/31/2010,97.395,146.5589107,3694.395
2/28/2010,97.72166667,146.3741167,3694.721667
3/31/2010,98.395,145.6648048,3695.395
4/30/2010,98.75,145.3385232,3695.75
5/31/2010,98.89833333,145.0865465,3695.898333
6/30/2010,98.99833333,144.9932838,3695.998333
7/31/2010,99.01333333,144.9608333,3696.013333
8/31/2010,99.02166667,144.9581557,3696.021667
9/30/2010,99.00333333,144.9783921,3696.003333
10/31/2010,98.95666667,145.0424153,3695.956667
11/30/2010,98.865,145.1241111,3695.865
12/31/2010,98.79666667,145.2030645,3695.796667
1/31/2011,98.69714286,145.2820027,3695.697143
2/28/2011,98.584,145.4554717,3695.584
3/31/2011,97.62166667,146.3191958,3694.621667
4/30/2011,97.84,146.1458788,3694.84
5/31/2011,98.03833333,145.9387427,3695.038333
6/30/2011,98.07333333,145.9052632,3695.073333
7/31/2011,98.035,145.9476399,3695.035
8/31/2011,97.96166667,146.0253271,3694.961667
9/30/2011,97.88166667,146.10295,3694.881667
10/31/2011,97.82,146.1686186,3694.82
11/30/2011,97.77,146.2300815,3694.77
12/31/2011,97.68333333,146.2921798,3694.683333
1/31/2012,97.65166667,146.3572396,3694.651667
2/29/2012,97.56,146.4235175,3694.56
3/31/2012,97.504,146.4857713,3694.504
4/30/2012,97.43833333,146.5384746,3694.438333
5/31/2012,97.39,146.5912135,3694.39
6/30/2012,97.335,146.6311723,3694.335
7/31/2012,96.61666667,147.3213472,3693.616667
8/31/2012,95.69833333,148.2425,3692.698333
9/30/2012,95.34333333,148.6566384,3692.343333
10/31/2012,95.965,148.0410694,3692.965
11/30/2012,96.32,147.6971795,3693.32
12/31/2012,96.22,147.9066,3693.22
1/31/2013,95.44666667,148.5464247,3692.446667
2/28/2013,95.97333333,148.0409673,3692.973333
3/31/2013,96.16,147.7940334,3693.16
4/30/2013,95.86666667,148.0493644,3692.866667
5/31/2013,95.26666667,148.7101913,3692.266667
6/30/2013,95.8,148.1922034,3692.8
7/31/2013,95.95666667,148.0153689,3692.956667
8/31/2013,95.35666667,148.5835887,3692.356667
9/30/2013,95.71166667,148.2919887,3692.711667
10/31/2013,95.96833333,148.0196774,3692.968333
11/30/2013,96.165,147.843875,3693.165
12/31/2013,96.11,147.7813038,3693.11
1/31/2014,96.24666667,147.7539247,3693.246667
2/28/2014,96.24166667,147.7440625,3693.241667
3/31/2014,96.31666667,147.7382796,3693.316667
4/30/2014,96.31833333,147.7327222,3693.318333
5/31/2014,96.32,147.7252688,3693.32
6/30/2014,95.84166667,148.1112917,3692.841667
7/31/2014,95.42666667,148.6297678,3692.426667
8/31/2014,95.82166667,148.222836,3692.821667
9/30/2014,96.855,147.9863056,3693.855
10/31/2014,97.03333333,147.8087295,3694.033333
11/30/2014,97.14666667,147.7060169,3694.146667
12/31/2014,97.16666667,147.6689919,3694.166667
1/31/2015,97.19833333,147.6459016,3694.198333
2/28/2015,97.218,147.6350446,3694.218
3/31/2015,97.21166667,147.6266801,3694.211667
4/30/2015,97.20833333,147.6376944,3694.208333
5/31/2015,97.175,147.6589113,3694.175
6/30/2015,96.66666667,148.0974011,3693.666667
7/31/2015,95.79,149.0106989,3692.79
8/31/2015,95.67,149.1908607,3692.67
9/30/2015,96.24166667,148.6249167,3693.241667
10/31/2015,96.52833333,148.3218952,3693.528333
11/30/2015,96.72,148.1395,3693.72
12/31/2015,96.84333333,148.0109677,3693.843333
1/31/2016,96.955,147.9132258,3693.955
2/29/2016,96.86,148.0107602,3693.86
3/31/2016,95.71166667,149.0860081,3692.711667
4/30/2016,95.97666667,148.9200139,3692.976667
5/31/2016,96.34333333,148.5151344,3693.343333
6/30/2016,95.605,149.1393194,3692.605
7/31/2016,95.21166667,149.6327419,3692.211667
8/31/2016,95.436,149.3759005,3692.436
