DateTime,WaterLevel,WaterElevation,SaturatedThickness
6/30/2007,132.7284868,2767.854375,58.354375
7/31/2007,132.1989373,2768.149687,58.6496875
8/31/2007,131.8858298,2768.381844,58.88184375
9/30/2007,131.76,2768.24,58.74
10/31/2007,131.6693878,2768.455,58.955
11/30/2007,131.5727222,2768.445,58.945
12/31/2007,131.6480254,2768.614,59.114
1/31/2008,131.6958112,2768.405,58.905
2/29/2008,131.6490971,2768.512857,59.01285714
3/31/2008,131.6777547,2768.383333,58.88333333
4/30/2008,132.2603333,2767.848333,58.34833333
5/31/2008,132.5674291,2767.353333,57.85333333
6/30/2008,133.6044091,2766.45,56.95
7/31/2008,133.5288542,2766.388333,56.88833333
8/31/2008,132.9955972,2766.993333,57.49333333
9/30/2008,132.8232328,2767.151667,57.65166667
10/31/2008,132.7289308,2767.351667,57.85166667
11/30/2008,132.6542121,2767.335,57.835
12/31/2008,132.7681911,2767.122,57.622
1/31/2009,132.6465865,2767.411429,57.91142857
2/28/2009,133.365571,2766.52,57.02
3/31/2009,133.5254098,2766.455,56.955
4/30/2009,133.4614368,2766.513333,57.01333333
5/31/2009,134.0272268,2765.776667,56.27666667
6/30/2009,134.6799306,2765.243333,55.74333333
7/31/2009,134.1981586,2765.921667,56.42166667
8/31/2009,134.0579301,2765.93,56.43
9/30/2009,134.2476806,2765.778333,56.27833333
10/31/2009,134.3175941,2765.691667,56.19166667
11/30/2009,134.6843023,2765.405,55.905
12/31/2009,133.9133114,2766.082,56.582
1/31/2010,133.7066935,2766.44,56.94
2/28/2010,134.1189137,2765.93,56.43
3/31/2010,134.723119,2765.19,55.69
4/30/2010,135.5138194,2764.501667,55.00166667
5/31/2010,135.6885972,2764.453333,54.95333333
6/30/2010,135.8495278,2764.155,54.655
7/31/2010,135.838338,2764.106667,54.60666667
8/31/2010,137.1002692,2762.828333,53.32833333
9/30/2010,136.9808194,2763.068333,53.56833333
10/31/2010,137.341586,2762.666667,53.16666667
11/30/2010,137.5371528,2762.583333,53.08333333
12/31/2010,137.1015323,2762.86,53.36
1/31/2011,137.3165188,2762.782857,53.28285714
2/28/2011,138.1279874,2761.87,52.37
3/31/2011,137.9170106,2762.026667,52.52666667
4/30/2011,138.5634795,2761.403333,51.90333333
5/31/2011,139.0594397,2760.946667,51.44666667
6/30/2011,139.6867639,2760.295,50.795
7/31/2011,140.1006458,2759.933333,50.43333333
8/31/2011,139.9722642,2759.996667,50.49666667
9/30/2011,140.6051382,2759.378333,49.87833333
10/31/2011,140.260407,2759.65,50.15
11/30/2011,139.5705666,2760.431667,50.93166667
12/31/2011,139.8301875,2760.094,50.594
1/31/2012,140.1724324,2759.314286,49.81428571
2/29/2012,140.1444224,2759.793333,50.29333333
3/31/2012,140.8249023,2759.154,49.654
4/30/2012,140.6154861,2759.401667,49.90166667
5/31/2012,141.0680891,2758.868333,49.36833333
6/30/2012,141.1416806,2758.885,49.385
7/31/2012,140.3610618,2759.665,50.165
8/31/2012,140.2517232,2759.711667,50.21166667
9/30/2012,140.3479444,2759.655,50.155
10/31/2012,140.0919624,2759.935,50.435
11/30/2012,139.8580769,2760.206,50.706
12/31/2012,140.6800163,2759.22,49.72
1/31/2013,140.5811559,2759.386667,49.88666667
2/28/2013,140.2429315,2759.524286,50.02428571
3/31/2013,140.6153748,2759.253333,49.75333333
4/30/2013,141.4253814,2758.541667,49.04166667
5/31/2013,141.388629,2758.578333,49.07833333
6/30/2013,141.8908078,2758.075,48.575
7/31/2013,142.0895219,2757.868333,48.36833333
8/31/2013,142.2478495,2757.721667,48.22166667
9/30/2013,143.1986389,2756.731667,47.23166667
10/31/2013,143.9476554,2756.041667,46.54166667
11/30/2013,143.1099011,2756.986667,47.48666667
12/31/2013,142.3280376,2757.602,48.102
1/31/2014,142.0293145,2758.198571,48.69857143
2/28/2014,141.928497,2758.081667,48.58166667
3/31/2014,141.7062618,2758.476667,48.97666667
4/30/2014,141.6575278,2758.406667,48.90666667
5/31/2014,142.5183445,2757.546667,48.04666667
6/30/2014,143.0892639,2756.908333,47.40833333
7/31/2014,143.5609946,2756.595,47.095
8/31/2014,143.0090726,2757.061667,47.56166667
9/30/2014,143.2722195,2756.7825,47.2825
10/31/2014,142.6556452,2757.443333,47.94333333
11/30/2014,142.5389484,2757.535,48.035
12/31/2014,143.1886752,2756.696667,47.19666667
1/31/2015,142.9584543,2757.365714,47.86571429
2/28/2015,142.449494,2757.651667,48.15166667
3/31/2015,141.890793,2758.12,48.62
4/30/2015,141.7845139,2758.25,48.75
5/31/2015,141.8587366,2758.141667,48.64166667
6/30/2015,141.8143056,2758.206667,48.70666667
7/31/2015,141.6063844,2758.398333,48.89833333
8/31/2015,141.747043,2758.261667,48.76166667
9/30/2015,142.4445,2757.52,48.02
10/31/2015,142.488629,2757.556667,48.05666667
11/30/2015,142.32,2757.68,48.18
12/31/2015,142.1774159,2757.86,48.36
1/31/2016,142.3216532,2757.828571,48.32857143
2/29/2016,142.3388649,2757.736,48.236
3/31/2016,142.3653898,2757.691667,48.19166667
4/30/2016,142.4758611,2757.625,48.125
5/31/2016,142.6591013,2757.39,47.89
6/30/2016,143.1252539,2756.788,47.288
7/31/2016,144.0944624,2755.916667,46.41666667
8/31/2016,144.4840188,2755.53,46.03
9/30/2016,144.7502917,2755.28,45.78
